City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
658,Mayumba,GA,79.59,Rain,-3.432,10.6554,LIKWALE LODGE
659,Comodoro Rivadavia,AR,51.66,Clouds,-45.8667,-67.5,Austral Hotel
662,Mazatlan,MX,78.91,Clear,23.2167,-106.4167,Hotel Playamar
664,Sidi Ali,DZ,70.56,Clouds,36.0998,0.4206,
665,Antalaha,MG,75.99,Clear,-14.9003,50.2788,Hotel Vitasoa
667,Bengkulu,ID,78.42,Rain,-3.8004,102.2655,Grage Hotel Bengkulu
668,Wattegama,LK,74.32,Clouds,6.7989,81.4808,
669,Borger,NL,56.98,Clouds,52.9233,6.7931,Roompot Bospark Lunsbergen
670,Bowen,AU,73.62,Clear,-20.0167,148.2333,Castle Motor Lodge Motel
676,Madang,PG,78.98,Clouds,-5.2246,145.7966,Comfort Inn Hotel
677,Tarsus,TR,75.58,Clouds,36.9188,34.8784,Osmanli Marco Pasha Hotel
